bigram	score	is-math-concept	sentence
probability vector	20.95	1	# doc_id = 26587 # sent_id = 28855 # text = Each vector is a probability vector, whose entries are nonnegative real numbers that sum to 1. 1 2 3 4 5 6 7 8 9 10
nonnegative real	20.95	1	# doc_id = 844 # sent_id = 921 # text = If x is a nonnegative real number, then show that (1 + x)n 1 nx for n = 0, 1, 2, . . 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
initial vector	20.95	1	# doc_id = 26652 # sent_id = 28921 # text = (b) Take p = 0.25 and take the initial vector to be 1 at sU. Run this for ve steps. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
threshold value	20.95	1	# doc_id = 26654 # sent_id = 28923 # text = (d) Graph p versus the chance of ending at sA. Is there a threshold value for p, above which the learner is almost sure not to take longer than ve steps? 5 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
second matrix	20.95	1	# doc_id = 26743 # sent_id = 29016 # text = The second matrix above represents a reection of the plane through the line bisecting the angle between e1 and t(e1). 1 2 3 4 5 6 7 8 9 10 11 12 13 14
identical row	20.95	1	# doc_id = 26910 # sent_id = 29199 # text = 2.4 Lemma A matrix with two identical rows has a determinant of zero. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
determinant value	20.95	1	# doc_id = 26991 # sent_id = 29285 # text = That is, the way that we have given to compute determinant values does not plainly eliminate the possibility that there might be, say, two reductions of some 77 matrix that lead to dierent determinant values. 1 2 3 4 5 6 7 8 9 10 11 12
determinant condition	20.95	1	# doc_id = 27341 # sent_id = 29673 # text = Again, this is a determinant condition. 1 2 3 4 5 6 7 8
nn determinant	20.95	1	# doc_id = 26840 # sent_id = 29118 # text = So in this exploration our plan got modied in some inessential ways and is now: we will look for nn determinant functions that remain unchanged under
matrix s	20.95	1	# doc_id = 2605 # sent_id = 2777 # text = The 1s in the identity matrix serve as parity checks for the 1s in the same row. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
size function	20.95	1	# doc_id = 27345 # sent_id = 29677 # text = We know from the prior section that for each n the determinant exists and is unique so we know that these postulates for size functions are consistent and that we do not need any more postulates. 1 2 3 4 5 6 7 8 9 10 11 12
many zero	20.95	1	1 3 4 6 = 12 60 + 48 = 0 1.7 Example A row or column with many zeroes suggests a Laplace expansion. 1 2 3 4 5 6 7 8
new formula	20.95	1	# doc_id = 27458 # sent_id = 29798 # text = We nish by applying Laplaces expansion to derive a new formula for the inverse of a matrix. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
factorial function	20.95	1	# doc_id = 27569 # sent_id = 29917 # text = The factorial function grows quickly: when n is only 10 the expansion already has 10! 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
complex scalar	20.95	1	Section I. Complex Vector Spaces 401 With these rules, all of the operations that weve used for real vector spaces carry over unchanged to vector spaces with complex scalars. 1 2 3 4 5 6 7 8 9 10 11 12
matrix term	20.95	1	# doc_id = 27361 # sent_id = 29693 # text = The two sentences say the same thing, rst in map terms and then in matrix terms. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
arrow square	20.95	1	# sent_id = 30414 # text = + x, 1 + x2We will compute the four sides of the arrow square. 1 2 3 4 5 6 7 8 9
diagonalizable matrix	20.95	1	# doc_id = 28130 # sent_id = 30516 # text = A diagonalizable matrix is one that is similar to a diagonal matrix: T is diagonal- izable if there is a nonsingular P such that PTP1 is diagonal. 1 2
matrix d	20.95	1	# doc_id = 25076 # sent_id = 27200 # text = Weve now seen that the relationship between maps and matrices goes both ways: for a particular pair of bases, any linear map is represented by a matrix and any matrix describes a linear map. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
third derivative	20.95	1	# doc_id = 28432 # sent_id = 30839 # text = + 3dx2 the second power is the second derivative, a + bx + cx2 + dx3 d2/dx2 7 2c + 6dx the third power is the third derivative, a + bx + cx2 + dx3 d3/dx3 7 6d and any higher power is the zero map. 1 2 3
such vector	20.95	1	# sent_id = 30949 # text = This map is a natural way to have a vector in both the range space and null space; the string depiction shows that this is one such vector. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
matrix form	20.95	1	# doc_id = 2594 # sent_id = 2766 # text = If the last m columns of the matrix form the m  m 1 2 3 4 5
degree n2	20.95	1	# doc_id = 28740 # sent_id = 31177 # text = So while degree n2 always suces, in some cases a smaller-degree polynomial is enough. 1 2 3 4 5 6
matrix coecient	20.95	1	# doc_id = 28795 # sent_id = 31234 # text = For the proof, observe that we can view a matrix of polynomials as a polynomial with matrix coecients. 1 2 3 4 5 6 7 8 9 10 11 12
second eigenvalue	20.95	1	# doc_id = 29056 # sent_id = 31530 # text = Similarity The second eigenvalue is 6. 1 2
large eigenvalue	20.95	1	
intermediate value	20.95	1	# doc_id = 29308 # sent_id = 31799 # text = We will use linear algebra to get a formula that calculates F(n) without having to rst calculate the intermediate values F(2), F(3), etc. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
matrix formulation	20.95	1	# doc_id = 29309 # sent_id = 31800 # text = We start by giving () a matrix formulation. 1 2 3 4 5 6 7 8 9 10
problem number	20.95	1	# doc_id = 29969 # sent_id = 32499 # text = [Wohascum no. 2] The Wohascum County Problem Book problem number 2. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
many science	10.88	1	# doc_id = 11 # sent_id = 11 # text = However, with the development of computing in the last several decades, applications that involve abstract algebra and discrete mathematics have become increasingly important, and many science, engineering, and computer science students are now electing to minor in mathematics. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
rigorous proof	10.88	1	# doc_id = 14 # sent_id = 14 # text = However, one of the major problems in teaching an abstract algebra course is that for many students it is their first encounter with an environment that requires them to do rigorous proofs. 1 2 3
basic linear	10.88	1	# doc_id = 27 # sent_id = 28 # text = Occasionally, we shall assume some basic linear algebra; that is, we shall take for granted an elementary knowledge of matrices and determinants. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
other science	10.88	1	# doc_id = 196 # sent_id = 212 # text = 1.1 A Short Note on Proofs Abstract mathematics is different from other sciences. 1 2 3 4 5 6 7
laboratory science	10.88	1	# doc_id = 197 # sent_id = 213 # text = In laboratory sciences such as chem- istry and physics, scientists perform experiments to discover new principles and verify theo- ries. 1 2 3 4 5 6 7
logical argument	10.88	1	# doc_id = 198 # sent_id = 214 # text = Although mathematics is often motivated by physical experimentation or by computer simulations, it is made rigorous through the use of logical arguments. 1 2 3 4 5 6 7 8 9 10 11 12
complex statement	10.88	1	# doc_id = 223 # sent_id = 239 # text = A statement could be as simple as 10/5 = 2; however, mathematicians are usually interested in more complex statements such as If p, then q, where p and q are both statements. 1 2 3 4 5 6 7 8 9 10
function domain	10.88	1	
function range	10.88	1	
second function	10.88	1	# sent_id = 390 # text = Given two functions, we can construct a new function by using the range of the first function as the domain of the second function. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
new map	10.88	1	# doc_id = 357 # sent_id = 392 # text = Define a new map, the composition of f and g from A to C, by (g f)(x) = g(f(x)). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26
inverse mapping	10.88	1	# doc_id = 395 # sent_id = 436 # text = A map g : B A is an inverse mapping of f : 1 2 3 4 5 6 7 8 9 10 11 12
bijective mapping	10.88	1	# doc_id = 419 # sent_id = 462 # text = In fact, any bijective mapping possesses an inverse, as we will see in the next theorem. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
invertible mapping	10.88	1	# doc_id = 560 # sent_id = 617 # text = Let f : A B and g : B C be invertible mappings; that is, mappings such that f1 and g1 exist. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
number n.	10.88	1	# sent_id = 697 # text = +    + n = n(n + 1) 2 for any natural number n. 1 2 3 4 5 6 7 8 9 10
specific proof	10.88	1	# doc_id = 647 # sent_id = 709 # text = Instead of attempting to verify a statement about some subset S of the positive integers N on a case-by-case basis, an impossible task if S is an infinite set, we give a specific proof for the smallest integer being considered, followed by a generic argument showing that if the statement holds for a given case, then it must also hold for the next case in the sequence. 1 2 3 4 5
explicit definition	10.88	1	# doc_id = 706 # sent_id = 773 # text = The explicit definition: n! = 1  2  3    (n 1)  n. The inductive or recursive definition: 1! = 1 and n! 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
complex issue	10.88	1	# doc_id = 707 # sent_id = 775 # text = for n > 1. Every good mathematician or computer scientist knows that looking at problems recursively, as opposed to explicitly, often results in better understanding of complex issues. 1 2 3 4 5 6
integer d	10.88	1	# doc_id = 739 # sent_id = 809 # text = An integer d is called a common divisor of a and b if d | a and d | b. 1 2 3 4
previous equation	10.88	1	# doc_id = 777 # sent_id = 849 # text = To find r and s such that ar+bs = d, we begin with this last equation and substitute results obtained from the previous equations: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
integer n	10.88	1	# doc_id = 650 # sent_id = 712 # text = Let S(n) be a statement about integers for n N and suppose S(n0) is true for some integer n0. 1 2 3 4 5 6 7
positive factor	10.88	1	# doc_id = 817 # sent_id = 890 # text = If the only positive factors of a are a and 1, then a is prime, which is a contradiction. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
term induction	10.88	1	# doc_id = 835 # sent_id = 908 # text = 4. Explain the use of the term induction hypothesis.
nth derivative	10.88	1	# doc_id = 841 # sent_id = 918 # text = Show that na1a2    an 1 n n X k=1 ak. 8. Prove the Leibniz rule for f(n)(x), where f(n) is the nth derivative of f; that is, show that (fg)(n)(x) = n X k=0 n k  f(k)(x)g(nk)(x). 1 2 3
function a	10.88	1	# sent_id = 390 # text = Given two functions, we can construct a new function by using the range of the first function as the domain of the second function. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
integer b	10.88	1	# doc_id = 647 # sent_id = 709 # text = Instead of attempting to verify a statement about some subset S of the positive integers N on a case-by-case basis, an impossible task if S is an infinite set, we give a specific proof for the smallest integer being considered, followed by a generic argument showing that if the statement holds for a given case, then it must also hold for the next case in the sequence. 1 2 3 4 5
original rectangle	10.88	1	# doc_id = 963 # sent_id = 1044 # text = For example, if we look at the rectangle in Figure 3.5, it is easy to see that a rotation of 180or 360returns a rectangle in the plane with the same orientation as the original rectangle and the same relationship among the vertices. 1 2 3 4 5 6
group identity	10.88	1	# doc_id = 1027 # sent_id = 1113 # text = The element 1 acts as a group identity since 1  k = k  1 = k for any k Zn; however, a multiplicative inverse for 0 does not exist since 0 1 2
matrix a1	10.88	1	
integer 2z	10.88	1	
identity e	10.88	1	# doc_id = 1001 # sent_id = 1085 # text = = a (b c) for a, b, c G. There exists an element e G, called the identity element, such that for any element a G e 1 2 3 4 5 6 7
term abelian	10.88	1	# doc_id = 1173 # sent_id = 1271 # text = 5. Explain the origin of the term abelian for a commutative group. 1 2 3
integer m	10.88	1	# doc_id = 875 # sent_id = 954 # text = Define the least common multiple of two nonzero integers a and b, denoted by lcm(a, b), to be the nonnegative integer m such that both a and b divide m, and if a and b divide any other integer n, then m also divides n. Prove there exists a unique least common
real part	10.88	1	# doc_id = 1396 # sent_id = 1507 # text = If z = a + bi, then a is the real part of z and b is the imaginary part of z. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
nonzero point	10.88	1	# doc_id = 1418 # sent_id = 1530 # text = CYCLIC GROUPS 51 any nonzero point on the plane, it suices to give an angle  from the positive x axis in the counterclockwise direction and a distance r from the origin, as in Figure 4.18. 1 2 3
decimal number	10.88	1	# doc_id = 1594 # sent_id = 1719 # text = 4.6 Programming Exercises 1. Write a computer program that will write any decimal number as the sum of distinct powers of 2. 1 2 3 4
first integer	10.88	1	# doc_id = 1686 # sent_id = 1817 # text = Now let i be the first integer in X that is not in X1 and define X2 by {(i), 2(i), . . .}. 1 2 3 4 5 6 7 8 9
first equation	10.88	1	# doc_id = 1714 # sent_id = 1845 # text = The first equation simply says that a transposition is its own inverse. 1 2 3 4 5 6 7 8 9 10 11 12 13
basic theorem	10.88	1	Historical Note Lagrange first thought of permutations as functions from a set to itself, but it was Cauchy who developed the basic theorems and notation for permutations. 1 2 3 4 5 6
more theorem	10.88	1	# doc_id = 1764 # sent_id = 1895 # text = Perhaps more theorems and concepts in mathematics have the name Cauchy attached to them than that of any other mathematician. 1 2 3 4 5 6 7 8 9 10
euler theorem	10.88	1	
modern cryptography	10.88	1	
cryptographic family	10.88	1	# doc_id = 2108 # sent_id = 2256 # text = Cryptosystems in a specified cryptographic family are distinguished from one another by a parameter to the encryption function called a key. 1 2 3 4 5 6 7 8 9
encrypting function	10.88	1	# doc_id = 2142 # sent_id = 2290 # text = Therefore, the most likely encrypting function is f(p) 1 2 3 4 5 6 7 8 9
decrypting function	10.88	1	# doc_id = 2144 # sent_id = 2292 # text = The corresponding decrypting function is f1(p) 1 2 3 4 5 6
decryption function	10.88	1	# doc_id = 2170 # sent_id = 2319 # text = The decryption function will be f1(p) 1 2 3 4
integer e	10.88	1	# doc_id = 1257 # sent_id = 1361 # text = Prove or disprove: SL2(Z), the set of 22 matrices with integer entries and determinant one, is a subgroup of SL2(R). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
number d	10.88	1	# doc_id = 1292 # sent_id = 1396 # text = , wk) 0 (mod n) is an error detection scheme for the k-digit identification number d1d2    dk, where 0 di < n. Prove that all single-digit errors are detected if and only if gcd(wi, n) = 1 for 1 i k. 1 2 3 4 5 6 7 8 9 10 11 12 13
integer t	10.88	1	# doc_id = 814 # sent_id = 887 # text = To show existence, suppose that there is some integer that cannot be written as the product of primes. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
real security	10.88	1	# doc_id = 2252 # sent_id = 2406 # text = INTRODUCTION TO CRYPTOGRAPHY 86 that monoalphabetic cryptosystems offered no real security. 1 2 3 4
commercial cryptography	10.88	1	# doc_id = 2259 # sent_id = 2413 # text = By the 1970s, interest in commercial cryptography had begun to take hold. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
cryptography division	10.88	1	# doc_id = 2270 # sent_id = 2424 # text = In 1929, when Henry Stimson, Secretary of State under Herbert Hoover, dismissed the Black Chamber (the State Departments cryptography division) on the ethical grounds that gentlemen do not read each others mail. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
mathematical cryptography	10.88	1	# doc_id = 2272 # sent_id = 2426 # text = Currently, research in mathematical cryptography and computational number theory is very active, and mathematicians are free to publish their results in these areas. 1 2 3 4 5 6 7 8 9 10 11 12
computational number	10.88	1	# doc_id = 2272 # sent_id = 2426 # text = Currently, research in mathematical cryptography and computational number theory is very active, and mathematicians are free to publish their results in these areas. 1 2 3 4 5 6 7 8 9 10 11 12
explicit assumption	10.88	1	# doc_id = 2423 # sent_id = 2583 # text = It is important to make explicit assumptions about the likelihood and distribution of transmission errors so that, in a particular application, it will be known whether a given error detection scheme is appropriate. 1 2 3 4 5 6 7 8 9 10 11 12
algebraic code	10.88	1	# doc_id = 2515 # sent_id = 2676 # text = This paper offered an example of an algebraic code, and Shannons Theorem proclaimed exactly how good codes could be expected to be. 1 2 3 4 5 6 7 8 9 10 11 12 13
minimum nonzero	10.88	1	# doc_id = 2547 # sent_id = 2714 # text = Linear Codes From Example 8.16, it is now easy to check that the minimum nonzero weight is 3; hence, the code does indeed detect and correct all single errors. 1 2 3
nonzero weight	10.88	1	# doc_id = 2547 # sent_id = 2714 # text = Linear Codes From Example 8.16, it is now easy to check that the minimum nonzero weight is 3; hence, the code does indeed detect and correct all single errors. 1 2 3
matrix theory	10.88	1	# doc_id = 2549 # sent_id = 2716 # text = One easy way to generate group codes is to employ a bit of matrix theory. 1 2 3 4 5 6 7
matrix multi-	10.88	1	# doc_id = 2586 # sent_id = 2758 # text = It is a simple matter of matrix multi- plication to determine whether or not x is a codeword. 1 2 3 4 5 6 7 8 9
generating matrix	10.88	1	
theorem state	10.88	1	# doc_id = 2681 # sent_id = 2860 # text = The next theorem states that we can indeed determine that the code generated by H is error-correcting by examining the columns of H. Notice in this example that not only does H have no zero columns, but also that no two columns are the same. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
more column	10.88	1	# doc_id = 2688 # sent_id = 2867 # text = Then we might ask how many more columns we can add to the matrix and still have a null space that is a single error-detecting and single error-correcting code. 1 2
first column	10.88	1	# doc_id = 2702 # sent_id = 2883 # text = Notice that Hy is identical to the first column of H. In fact, this is where the error occurred. 1 2 3
ascii value	10.88	1	# doc_id = 2771 # sent_id = 2955 # text = (You may need to consult a table of ascii values online.) 1 2 3 4 5 6 7 8
binary number	10.88	1	# doc_id = 2844 # sent_id = 3032 # text = What are the error-correcting properties of a Ham- ming code? (b) The column corresponding to the syndrome also marks the bit that was in error; that is, the ith column of the matrix is i written as a binary number, and the syndrome immediately tells us which bit is in error. 1 2 3 4 5 6 7 8 9 10 11
exponential map	10.88	1	# doc_id = 2891 # sent_id = 3080 # text = Example 9.2 We can define an isomorphism  from the additive group of real numbers (R, +) to the multiplicative group of positive real numbers (R+, ) with the exponential map; that is, (x + y) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
tation theorem	10.88	1	# doc_id = 2951 # sent_id = 3141 # text = Cayleys Theorem is what we call a represen- tation theorem. 1 2 3 4 5 6 7 8 9
component group	10.88	1	# doc_id = 2986 # sent_id = 3179 # text = Rather than studying a large group G, it is often easier to study the component groups of G. External Direct Products If (G, ) and (H, ) are groups, then we can make the Cartesian product of G and H into a new group. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
real line	10.88	1	# doc_id = 3395 # sent_id = 3605 # text = Geometrically, we are simply wrapping the real line around the circle in a group-theoretic fashion. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
map k	10.88	1	# sent_id = 3777 # text = For k Zn, define a map k : 1 2 3 4 5 6 7 8 9
classical matrix	10.88	1	# doc_id = 3561 # sent_id = 3786 # text = In the first part of this chapter, we will examine some of the classical matrix groups, such as the general linear group, the special linear group, and the orthogonal group. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
vector te1	10.88	1	
n identity	10.88	1	# doc_id = 1152 # sent_id = 1250 # text = Since H is a group, it must have an identity eH. We must show that eH = e, where e is the identity of G. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
elementary linear	10.88	1	# doc_id = 3610 # sent_id = 3836 # text = Linear maps, matrices, and determinants are covered in any elementary linear algebra text; however, if you have not had a course in linear algebra, it is a straightforward process to verify these properties directly for 2  2 matrices, the case with which we are most concerned. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
determinant imply	10.88	1	# doc_id = 3614 # sent_id = 3840 # text = The multiplicative properties of the determinant imply that the set of matrices with determinant one is a subgroup of the general linear group. 1 2 3 4 5 6 7 8 9 10 11 12 13
vector x	10.88	1	# doc_id = 3581 # sent_id = 3807 # text = We can write any vector x = (x1, . . 1 2 3 4 5 6 7 8 9 10 11 12
vector ax	10.88	1	
general theorem	10.88	1	# doc_id = 4022 # sent_id = 4263 # text = We now state the more general theorem for all finitely generated abelian groups. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
nonabelian factor	10.88	1	# doc_id = 4081 # sent_id = 4327 # text = The group S4 is solvable since S4 A4 {(1), (1 2)(3 4), (1 3)(2 4), (1 4)(2 3)} {(1)} has abelian factor groups; however, for n 5 the series Sn An {(1)} is a composition series for Sn with a nonabelian factor group. 1 2 3 4 5 6 7
second coloring	10.88	1	# doc_id = 4251 # sent_id = 4512 # text = If we color the first vertex black and the remaining vertices white, it is the same as coloring the second vertex black and the remaining ones white since we could obtain the second coloring simply by rotating the square 90(Figure 14.17). 1 2 3 4 5 6 7 8 9 10 11 12
possible map	10.88	1	# doc_id = 4295 # sent_id = 4560 # text = Let e X denote the set of all possible colorings; that is, e X is the set of all possible maps from X to Y . 1 2 3
equivalent function	10.88	1	# doc_id = 4346 # sent_id = 4613 # text = In the case of switching functions of two variables, the permutation (a, b) reduces 16 possible switching functions to 12 equivalent functions since f2 f4
simple expression	10.88	1	# doc_id = 4389 # sent_id = 4658 # text = (Give both a simple expression and the total number as a single integer.) 5. 1 2 3 4 5 6 7
single integer	10.88	1	# doc_id = 4389 # sent_id = 4658 # text = (Give both a simple expression and the total number as a single integer.) 5. 1 2 3 4 5 6 7
real plane	10.88	1	# doc_id = 4398 # sent_id = 4667 # text = Let the action of  G on the real plane R2 be given by rotating the plane counterclockwise about the origin through  radians. 1 2 3 4 5 6 7 8 9 10 11
only integer	10.88	1	# doc_id = 4775 # sent_id = 5056 # text = The only integers with multiplicative inverses are 1 and 1. 1 2 3 4 5 6 7 8 9 10 11
original ring	10.88	1	# doc_id = 4825 # sent_id = 5112 # text = A subring S of a ring R is a subset S of R such that S is also a ring under the inherited operations from R. Example 16.9 The ring nZ is a subring of Z. Notice that even though the original ring may have an identity, we do not require that its subring have an identity. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
surprising theorem	10.88	1	# doc_id = 4861 # sent_id = 5150 # text = The following surprising theorem is due to Wedderburn. 1 2 3 4 5 6 7 8 9
nonnegative integer	10.88	1	# doc_id = 868 # sent_id = 945 # text = Using the division algorithm, show that every perfect square is of the form 4k or 4k +1 for some nonnegative integer k. 21. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
integer m.	10.88	1	# doc_id = 4930 # sent_id = 5222 # text = If I is any nonzero ideal in Z, then I must contain some positive integer m. There exists a least positive integer n in I by the Principle of Well-Ordering. 1 2 3 4 5 6 7
quotient ring	10.88	1	# doc_id = 4962 # sent_id = 5259 # text = The ring R/I in Theorem 16.29 is called the factor or quotient ring. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
ring multiplication	10.88	1	# doc_id = 4968 # sent_id = 5265 # text = It remains to show that  works correctly under ring multiplication. 1 2 3
isomorphism theorem	10.88	1	# doc_id = 4973 # sent_id = 5270 # text = In ring theory we have isomorphism theorems relating ideals and ring homomorphisms similar to the isomorphism theorems for groups that relate normal subgroups and homomorphisms in Chapter 11. 1 2 3
corresponding factor	10.88	1	# doc_id = 4995 # sent_id = 5296 # text = The following theorem completely characterizes maximal ideals for commutative rings with identity in terms of their corresponding factor rings. 1 2 3 4 5 6 7
noncommutative ring	10.88	1	# doc_id = 5039 # sent_id = 5343 # text = 9It is possible to define prime ideals in a noncommutative ring. 1 2 3 4 5 6 7 8 9 10 11 12
small sum	10.88	1	# doc_id = 5047 # sent_id = 5351 # text = After Noether passed her habilitation examination in 1919, she was given a title and was paid a small sum for her lectures. 1 2 3 4 5
inspiring teacher	10.88	1	# doc_id = 5050 # sent_id = 5354 # text = Though she was not good at lecturing, Noether was an inspiring teacher. 1 2 3 4 5
elementary number	10.88	1	# doc_id = 5061 # sent_id = 5365 # text = The Chinese Remainder Theorem is a result from elementary number theory about the solution of systems of simultaneous congruences. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
integer k1	10.88	1	# doc_id = 5068 # sent_id = 5372 # text = We must show that there exists an integer k1 such that a + k1m b (mod n). 1 2 3 4 5 6 7 8 9 10 11 12
integer calculation	10.88	1	# doc_id = 5104 # sent_id = 5410 # text = A computer will handle integer calculations only up to a certain size due to the size of its processor chip, which is usually a 32 or 64-bit processor chip. 1 2 3 4 5 6 7 8 9 10
boolean ring	10.88	1	
identity 1r	10.88	1	
commutative subring	10.88	1	# doc_id = 5199 # sent_id = 5512 # text = Prove that Z(R) is a commutative subring of R. 33. 1 2 3 4 5 6 7 8 9 10 11
arbitrary ring	10.88	1	# doc_id = 5214 # sent_id = 5528 # text = Let R and S be arbitrary rings. 1 2 3 4 5 6 7 8
ring isomorphism	10.88	1	# doc_id = 5223 # sent_id = 5539 # text = In addition, prove that any two solutions of the system are congruent modulo I J. (c) Let I and J be ideals in a ring R such that I + J = R. Show that there exists a ring isomorphism R/(I J) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
polynomial expression	10.88	1	# doc_id = 5249 # sent_id = 5565 # text = When we examine polynomial expressions such as p(x) 1 2 3 4 5 6 7 8
nonzero polynomial	10.88	1	# doc_id = 5317 # sent_id = 5642 # text = Suppose that we have two nonzero polynomials p(x) = amxm 1 2 3 4 5 6 7 8
ring r[x	10.88	1	
similar theorem	10.88	1	# doc_id = 5344 # sent_id = 5673 # text = A similar theorem exists for polynomials. 1 2 3 4 5 6
real value	10.88	1	# doc_id = 5522 # sent_id = 5862 # text = The real value of Theorem 17.17 is that we now have an easy method of generating irreducible polynomials of any degree. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
equation ax2	10.88	1	# doc_id = 5557 # sent_id = 5906 # text = The Babylonians knew how to solve the equation ax2 + bx + c 1 2 3 4 5 6 7 8 9 10 11 12 13
algebraic solution	10.88	1	# doc_id = 5559 # sent_id = 5908 # text = The algebraic solution of the general cubic equation ax3+bx2+cx+d = 0 was not discovered until the sixteenth century. 1 2 3 4 5 6 7 8 9 10 11 12
single theorem	10.88	1	# doc_id = 5589 # sent_id = 5938 # text = A single theorem in this chapter connects many of the ideas of this chapter to many of the ideas of the previous chapter. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
different factorization	10.88	1	# doc_id = 5620 # sent_id = 5981 # text = Give two different factorizations of x2 + x 1 2 3 4 5 6 7 8
isomorphic ring	10.88	1	# doc_id = 5630 # sent_id = 5991 # text = Suppose that R and S are isomorphic rings. 1 2 3 4 5 6 7 8 9
important ring	10.88	1	18 Integral Domains One of the most important rings we study is the ring of integers. 1 2 3 4 5 6 7 8
such factorization	10.88	1	# doc_id = 5838 # sent_id = 6211 # text = We also know that such factorizations are unique up to the order of the pis. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
other ring	10.88	1	# doc_id = 5840 # sent_id = 6213 # text = The question arises of whether or not such factorizations are possible in other rings. 1 2 3 4 5 6 7 8 9
nonzero ideal	10.88	1	# doc_id = 4930 # sent_id = 5222 # text = If I is any nonzero ideal in Z, then I must contain some positive integer m. There exists a least positive integer n in I by the Principle of Well-Ordering. 1 2 3 4 5 6 7
such ring	10.88	1	
noetherian ring	10.88	1	
term arb	10.88	1	# doc_id = 6007 # sent_id = 6406 # text = , bs1, p divides every term of cr+s except for the term arbs. 1 2 3 4 5 6 7 8 9 10 11 12 13
positive degree	10.88	1	# doc_id = 6038 # sent_id = 6438 # text = Now suppose that p(x) is a polynomial of positive degree in D[x]. 1 2 3 4 5 6 7
plain ring	10.88	1	# doc_id = 6073 # sent_id = 6473 # text = Sage supports distinctions between plain rings, domains, principal ideal domains and fields. 1 2 3 4 5 6 7 8 9 10 11 12 13
real coeicient	10.88	1	# doc_id = 6085 # sent_id = 6485 # text = In his dissertation he gave the first complete proof of the Fundamental Theorem of Algebra, which states that every polynomial with real coeicients can be factored into linear factors over the complex numbers. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
electric telegraph	10.88	1	# doc_id = 6093 # sent_id = 6493 # text = Along with Wilhelm Weber, he coinvented the first practical electric telegraph some years before a better version was invented by Samuel F. B. Morse. 1 2 3 4 5 6 7 8 9
fundamental ring	10.88	1	# doc_id = 6102 # sent_id = 6502 # text = Integral domains are an abstraction of which two fundamental rings that we have already studied? 2. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
artinian ring	10.88	1	
ring homomor-	10.88	1	# doc_id = 4906 # sent_id = 5198 # text = In the next proposition we will examine some fundamental properties of ring homomor- phisms. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
